Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,kom,2Person- Absolute/ Emphatic Pronouns,--
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,komi,2PersonObjective Pronouns    ,--
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,kom  ,2Person- Absolute/ Emphatic Pronouns,--
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,komi,2PersonObjective Pronouns    ,--
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,er,3Person- Absolute/ Emphatic Pronouns,--
Marshallese,Number,"Willson, H. (2008). Subject positions in Marshallese. [PhD thesis]. University of California. Retrieved from https://linguistics.byu.edu/faculty/hwills1/Subject%20Positions%20in%20Marshallese.pdf",PL,Pronoun,er,3person (human only)Objective Pronouns    ,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,i-,1Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,--,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,kwo-,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,e-,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kōm-,1Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,je-,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,koṃ-,2Person ,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,re-,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,e-,1Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,in,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,ṇe,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,eṇ,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,eo,Remote,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kā,1Person exclusive - non-human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kein,1Person inclusive - non-human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kaṇe,2Person - non-human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kaṇ,3Person - non-human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,ko,Remote - non-human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,rā,1Person exclusive - human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,rein,1Person inclusive - human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,raṇe,2Person - human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,raṇ,3Person - human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,ro,Remote - human,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Pronoun,ña,1Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",General (non-SG),Pronoun,--,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",DUAL (Facultative),Pronoun,kwe,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",TRIAL (Facultative),Pronoun,e,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PAUCAL ,Pronoun,kōm,2Person exclusive,Note: They also refer to Paucal as Quadral
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Pronoun,kōj,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Pronoun,koṃ,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",General (non-SG),Pronoun,er,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",DUAL (Facultative),Pronoun,kōmro,2Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",TRIAL (Facultative),Pronoun,kōjro,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PAUCAL ,Pronoun,koṃro,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Pronoun,erro,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Pronoun,kōmjeel,2Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",General (non-SG),Pronoun,kōjjeel,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",DUAL (Facultative),Pronoun,koṃjeel,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",TRIAL (Facultative),Pronoun,erjeel,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PAUCAL ,Pronoun,kōm(je)eañ,2Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Pronoun,kōjeañ,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Pronoun,koṃ(je)eañ,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",General (non-SG),Pronoun,er(je)eañ,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",DUAL (Facultative),Pronoun,kōmwōj,2Person exclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",TRIAL (Facultative),Pronoun,kōjwōj,1Person inclusive,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PAUCAL ,Pronoun,koṃwōj,2Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Pronoun,erwōj,3Person,--
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,e,1Person exclusive non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,in,1Person inclusive non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,ṇe,2Person non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,eṇ,3Person non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,eo,Remote non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kā,1Person exclusive non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kein,1Person inclusive non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kaṇe,2Person non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,kaṇ,3Person non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,ko,Remote non-human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,rā,1Person exclusive human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,rein,1Person inclusive human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,raṇe,2Person human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,raṇ,3Person human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",PL,Demonstrative,ro,Remote human - non-emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,iiō,1Person exclusive non-human - emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,--,1Person inclusive non-human - emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
Marshallese,Number,"Bender, B. W. (1969). Spoken Marshallese: An intensive language course with grammatical notes and glossary. Honolulu: University of Hawai‘i Press.",SG,Demonstrative,ṇeṇe,2Person non-human - emphatic - Demonstrative (Basic),"predicates in verbless copular senences, also used adnominally"
